Funding Org:Name,Grant Programme:Code,Grant Programme:Title,Aims and objectives,Value per year,Start Date,End Date,Duration Numeric,Allocation Method,Recipient Sector,COFOG L0 Long Name
Home Office,SCH-000001978,2014/15 Council Tax Freeze Grant_16-17,,"2,732,733",01/04/16,31/03/17,1,Formula,Civil Society,3. Public order and safety
Home Office,SCH-000003553,Modern Slavery Project (MSP)- Empowering Partners,"In 2015, the UK successfully argued for the establishment of a UN Sustainable Development target to end modern slavery by 2030. UN Sustainable Goal 8.7 commits countries to ?take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms.? Modern slavery is a global phenomenon. It is estimated that are around 45.8m slaves worldwide and around 10,000-13,000 potential victims in the UK. The majority (95%) of potential victims of modern slavery who were referred to the UK National Referral Mechanism in 2015 were foreign nationals. On 31 July, the PM announced a _33.5m for ODA-compliant activities. ODA Fund. Implementation and oversight responsibility of the fund was given to the Home Office . The fund demonstrates that the UK will lead the global fight against modern slavery, to achieve the Sustainable Development Goal target 8.7 to eradicate modern slavery. It will primarily focus on high risk countries, from where we know victims are regularly trafficked to the UK. The fund consists of two discrete funding windows: 1) An innovation fund, 2) A ministerial priorities window, The two funding windows will support delivery of the 6 objectives below, agreed by the Inter-Departmental Ministerial Group on Modern Slavery in April: 1. Reduce Vulnerability to Exploitation 2. Victim Support and Recovery 3. Improve Global Co-ordination 4. Improve Law, Legislation and Policy 5. Encourage responsible business and slavery-free supply chains 6. Improve the Evidence Base This grant will contribute to delivery of the 4th objective ,above, and is funded from Ministerial Priorities Window of Modern Slavery Fund .","145,332",01/10/16,30/09/17,1,General Grants - Un-competed,Civil Society,3. Public order and safety
Home Office,SCH-000003552,UKROL-(UK Refuges Online) database expansion,"Without this funding the UKROL database will be incomplete as in currently does not include all the VAWG services across the UK and needs further funding to achieve this. Without the funding the database will not be able to provide detailed data on the range, nature and type of service provision across England which could help establish what is available, where, and the demand. This information would be valuable in informing policy makers and commissioners on current provision and future provision. .","20,000",01/04/16,31/03/17,1,General Grants - Un-competed,Civil Society,3. Public order and safety
Home Office,SCH-000003550,Sooner the Better,Without this funding Safe Lives will not be able to address the practical issues in pilot phase through identifying and address as many of the operational challenges as possible before going live; assessing the impact of the One Front Door on volume and resources in terms of the safeguarding aspects; and ensure that the child safeguarding and domestic abuse aspects are fully aligned. Without this the pilot phase of the programme will be less effective and not provide a fully robust safeguarding response.,"20,000",01/04/16,31/03/17,1,General Grants - Un-competed,Civil Society,3. Public order and safety
Home Office,SCH-000003549,Specialist Independent Child Trafficking Advocates - trial,"The equivocal nature of the results from the original ICTA trial show that further testing of the model was required, with the revised model being amended to reflect the areas where the evaluation identified practices could be improved. The grant is therefore being proposed to cover a new trial over three areas, each of which will demonstrate the practicalities of the parts of the advocates systems that were not incorporated in the original trial. This includes, but is not limited to, removing the single point of contact for referrals to speed up the process and granting legal powers to the advocates working within the trial. Failure to provide the funding for these new trials would mean the new trials would be unable to proceed, with the opportunity to develop the model into a more efficient use of resources, with better outcomes for children as well as additional value for money. The cost of the new trial for the two year period has been identified as being as being in excess of _1,000,000 and this amount could not be covered by the existing budgetary arrangements of the Safeguarding Unit of the Home Office if the funding were not to be supplied. Due diligence will be carried out to ensure that the organisation(s) selected are not already in receipt of funding (internally or externally) in relation to the activities that constitute the activities of the ICTA trial.","500,000",01/10/16,30/09/17,1,General Grants - Competed,Civil Society,3. Public order and safety
Home Office,SCH-000001948,Police Innovation Fund_16-17,"The Police Innovation Fund is a Ministerial priority. The government committed to the fund in the Conservative Manifesto and stated in the WMS on the provisional police grant settlement that the 2016/17 fund would have a value of _55m. The 2016/17 fund will assess bids from PCCs against five criteria: Improve outcomes for the public through innovation Enhance collaboration and will have an impact at a bigger scale Deliver efficiencies Will be delivered and sustained Have PCC/Partner co-investment Detailed guidance on the objectives, areas of focus and assessment criteria for the fund were published to gov.uk on 23 October 2015. https://www.gov.uk/government/publications/police-innovation-fund-bidding-form","55,000,000",01/04/16,31/03/17,1,Formula,Public Organisations,3. Public order and safety
Home Office,SCH-000002009,SMP Syrian Co-ordination Role East Midlands 2016-17,"To facilitate the the Government comittment to resettle 20,000 vulnerable Syrian Regugees in the United Kingdom by 2020 through the move to regional delivery model","60,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000002017,SMP Syrian Co-ordination Role North West 2016-17,"To facilitate the the Government comittment to resettle 20,000 vulnerable Syrian Regugees in the United Kingdom by 2020 through the move to regional delivery model","60,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000001993,Strategic Migration Partnership (SMP) Enabling East Mids 16-17,To ensure prompt and safe disperal of Asylum seekers,"76,500",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000001994,Strategic Migration Partnership (SMP) Enabling London 2016-17,To ensure the prompt and safe dispersal of asylum seekers,"64,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000001997,Strategic Migration Partnership (SMP) Enabling Scotland 2016-17,To ensure the prompt and safe dispersal of asylum seekers,"112,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000001999,Strategic Migration Partnership (SMP) Enabling South West 2016-17,To ensure the prompt and safe dispersal of asylum seekers,"70,750",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000002005,Strategic Migration Partnership (SMP) Enabling Yorkshire and the Humber 2016/17,To ensure the prompt and safe dispersal of asylum seekers,"134,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000002012,SMP Syrian Co-ordination Role London 2016-17,"To facilitate the the Government comittment to resettle 20,000 vulnerable Syrian Regugees in the United Kingdom by 2020 through the move to regional delivery model","60,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000001996,Strategic Migration Partnership (SMP) Enabling North West 2016-17,To ensure the prompt and safe dispersal of asylum seekers,"139,216",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000001955,Neighbourhood Watch (NHW) Grant Stream_16-17,"- help reduce crime, identify and protect against new and emerging threats and increase public confidence in the police and criminal justice system; promote active citizenship and improve community safety and resilience through increased community participation, social action and partnership working.",280000.00,01/04/16,31/03/17,1,Formula,Civil Society,3. Public order and safety
Home Office,SCH-000002003,Strategic Migration Partnership (SMP) Enabling West Midlands 2016-17,To ensure the prompt and safe dispersal of asylum seekers,"108,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000001995,Strategic Migration Partnership (SMP) Enabling North East 2016-17,To ensure the prompt and safe dispersal of asylum seekers,"106,750",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000001945,IDVA - MARAC_16-17,,"3,335,000",01/04/16,31/03/17,1,Formula,Public Organisations,3. Public order and safety
Home Office,SCH-000002018,SMP Syrian Co-ordination Role Northern Ireland 2016-17,"To facilitate the the Government comittment to resettle 20,000 vulnerable Syrian Regugees in the United Kingdom by 2020 through the move to regional delivery model","60,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000003031,Security Staff For Juxtaposed Ports 2016-17,Reduce Illegal Migration to UK,"6,450,000",01/04/16,31/03/17,1,General Grants - Un-competed,International,1. General public services
Home Office,SCH-000002022,Strategic Migration Partnership (SMP) Enabling Northern Ireland 2016-17,The safe and prompt dispersal of asylum seekers,"78,500",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000002032,SMP Syrian Co-ordination Role South East & Central 2016-17,"To facilitate the the Government comittment to resettle 20,000 vulnerable Syrian Regugees in the United Kingdom by 2020 through the move to regional delivery model","60,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000002035,SMP Syrian Co-ordination Role West Midlands 2016-17,"To facilitate the the Government comittment to resettle 20,000 vulnerable Syrian Regugees in the United Kingdom by 2020 through the move to regional delivery model","60,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000002015,SMP Syrian Co-ordination Role North East 2016-17,"To facilitate the the Government comittment to resettle 20,000 vulnerable Syrian Regugees in the United Kingdom by 2020 through the move to regional delivery model","60,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000002001,Strategic Migration Partnership (SMP) Enabling Wales 2016-17,To ensure the prompt and safe dispersal of asylum seekers,"79,500",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000002008,SMP Syrian Co-ordination Role East Of England 2016-17,"To facilitate the the Government comittment to resettle 20,000 vulnerable Syrian Regugees in the United Kingdom by 2020 through the move to regional delivery model","60,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000002027,Voluntary Sector Crime Reduction Organisations_16-17,"The grant aims to facilitate Crimestoppers to support wider Home Office objectives cross- departmentally - to defend the country against terrorism, secure borders and control immigration, and enable the police and local communities to step up the fight against crime and anti-social behaviour. It has a pot of funding to use to this effect. Particularly the funding is allocated in 2016-17 to Crimestoppers to focus on: ? Engaging communities disproportionally affected by crime and where there are significant barriers to engaging with law enforcement and other authorities; ? Increased communications activity (including increased collaboration with relevant voluntary sector partners) in relation to high harm crimes such as child sexual and domestic abuse and which results in increased confidence and contact with the Crimestoppers offer; ? A continued increase in evidence of online, digital and social media engagement; ? Submitting monthly cuts of data and associated analysis; ? Effective partnership working with Neighbourhood Watch to enhance collective impact and reach and to avoid duplication; ? Develop and effect plans to diversify Crimestoppers funding. Some activity will include providing targeted information and communications for particular audiences and advising the Home Office on operational and policy issues","770,500",01/04/16,31/03/17,1,General Grants - Un-competed,Private,3. Public order and safety
Home Office,SCH-000002019,Fire PFI Grant_16-17,to enable development in the public sector with investment from the private sector. The purpose of the grant is to provide support to PCCs and recipients of fire PFI grants in England towards expenditure lawfully incurred by them up to 31 March 2017 for their Private Finance Initiative (PFI) projects.,"32,000,000",01/04/16,31/03/17,1,General Grants - Criteria Based,Local Government,3. Public order and safety
Home Office,SCH-000002044,Police Transformation Fund (PTF)16-17,"The PTF aims to deliver the mechanisms for policing to continue to transform itself to meet future demands, building the capabilities it needs to respond to changing crimes and threats. Shared platforms and wider and deeper collaboration will become the norm. Back office functions will be delivered more efficiently and there will be better interoperability between different law enforcement organisations. Policing will need to develop a more flexible and representative workforce with the right skills. It will be digitally enabled, more accessible and transparent to the public and be able to share digital information across the Criminal Justice System. There will need to be a greater focus on prevention, safeguarding the vulnerable and supporting victims. There are two distinct phases to the PTF. Phase 1 will include some limited and priority operational uplift. In some of the major areas identified for transformation, notably digital policing, phase 1 will cover the phases of planning and design with proof of concept and trials. This agile approach will enable the police to prepare a business case for national roll out of proven proposals which PCCs and Chief Constables believe are suitable for a national approach, and submit the business case through the police-led PRTB (APCC/NPCC). Phase 1 would also deliver procurement of the new capability. The Home Secretary has already agreed that work on digital capabilities, armed policing and development of the specialist capabilities programme will be funded from Phase 1 and these funds have been prioritised from the PTF. Phase 1 has already been agreed by HMT (please see attached letter). Phase 2 will comprise full implementation of the priorities set through Phase 1 in line with the reform oversight of the APCC and NPCC, through the Police Strategy and Reform Board ensuring delivery at scale. The substantial uplift in the level of funding available in 2018/19 and 2019/20 means the work done in phase 1 will be vital to ensure the new monies are used to maximum benefit. The Home Office has made it clear that access to the fund on the part of forces should not be seen as a right. It should and will be dependent on implementing genuine transformational change. Phase 2 has yet to receive agreement from HMT and officials will work with HMT and agree on Phase 2 before legal cover is sought for this phase in 2018/19.","76,400,000",01/04/16,31/03/17,1,General Grants - Competed,Public Organisations,3. Public order and safety
Home Office,SCH-000002036,SMP Syrian Co-ordination Role Yorkshire and the Humber 2016-17,"To facilitate the the Government comittment to resettle 20,000 vulnerable Syrian Regugees in the United Kingdom by 2020 through the move to regional delivery model","60,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000002047,Fire Revenue Firelink _16-17,"Fire and Rescue Authorities to provide enhanced national resilience capabilities and maintain an interoperable and resilient radio communications system. This is a non-ring-fenced new burdens grant for Fire and Rescue Authorities/Services to enable them to provide national, inter-operable and resilient communications system to help respond to fire and rescue incidents. Firelink is a resilient and interoperable national communications system. The Firelink grant, paid under section 31 of the Local Government Act 2003, to the Fire and Rescue Authorities is to help support the additional cost of using this system, and is provided to them under the New Burdens principles","12,331,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,3. Public order and safety
Home Office,SCH-000002043,National Appropriate Adult Network (NAAN)_16-17,"The Police Integrity and Powers Unit is responsible for a wide range of policy areas. Principles amongst these are the Police and Criminal Evidence Act (PACE) 1984 Codes of Practice which set out the core framework under which the police exercise their powers. The role of appropriate adults in ensuring that young and mentally vulnerable people are able to exercise their rights and understand what is happening to them throughout the police process is outlined under Code C. This covers the detention, treatment and questioning of individuals by police officers. The work of the unit is therefore closely aligned with that of NAAN.","95,000",01/04/16,31/03/17,1,General Grants - Un-competed,Civil Society,3. Public order and safety
Home Office,SCH-000002046,Fire Revenue New Dimension_16-17,"Fire and Rescue Authorities to provide enhanced national resilience capabilities. A un-ring fenced, New Burdens grant for Fire and Rescue Services to provide fire national resilience capabilities to help respond to major and complex incidents and help keep the country safe. The grant assists FRS provide enhanced capabilities covering: ? USAR - (Urban Search and Rescue) Units ?for extrication of those trapped ? Chemical, Biological Radiological, Nuclear, explosives (CBRNe) ? DIM - Detection, Identification and Monitoring vehicles ? Mass decontamination, including re-robe and disrobe modules ? Incident Response Units (IRUs) - decontamination vehicles ? Prime movers - used to transport the New Dimension equipment modules ? High Volume Pumps ? for firefighting and flooding ? Command and Control","19,698,357",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,3. Public order and safety
Home Office,SCH-000002049,CSA (Child Sexual Abuse) Centre of Expertise _16-17,"b) The purpose is to identify and share high quality evidence on what works to prevent and tackle child sexual abuse (CSA and CSE). To improve the local response, the Centre of Expertise will identify, develop and share high quality evidence on what works to tackle child sexual abuse. The Centre will need to develop outputs that produce the following outcomes: - Local areas across England [and Wales] have a confident and effective multi-agency response to child sexual exploitation, and other forms of child sexual abuse; - The centre will support local practice through evidence and information on what works, as well informing national policy on a range of issues; - [DN. Commissioning frameworks that provide a confident, effective and strategic response] - Improve our understanding of the overall scale an nature of CSE and CSA, including: o An understanding of the prevalence of CSE and CSE. - A detailed assessment of the impact of policy and practice on the overall incidents of CVE and CSA.","2,000,000",01/04/16,31/03/17,1,General Grants - Competed,Local Government,3. Public order and safety
Home Office,SCH-000001909,Facilitated Returns Scheme (FRS) 2016-17,To encourage the full compliance and co-operation of non-EEA Foreign National Offenders (?FNO?s?) to leave the UK at the earliest possible opportunity and reintegrate back into their home country.,"224,808",01/04/16,31/03/17,1,General Grants - Competed,International,1. General public services
Home Office,SCH-000001915,DCLG Funding_2016-17,Part of the Police Grant Report set by the Home Secretary,"2,802,222,016",01/04/16,31/03/17,1,Formula,Public Organisations,3. Public order and safety
Home Office,SCH-000003039,Truck Buffer Zone 2016-17,Reduce Illegal Migration to UK,"1,600,000",01/04/16,31/03/17,1,General Grants - Un-competed,International,1. General public services
Home Office,SCH-000001920,National and International Capital City Grant_16-17,,"173,649,473",01/04/16,31/03/17,1,Formula,Public Organisations,3. Public order and safety
Home Office,SCH-000001910,Returns Facilitation at Yarl?s Wood Immigration Removal Centre 2016-17,"The project provides independent support and advice to those in immigration detention at Yarl?s Wood immigration removal centre (IRC) so as to encourage them to comply with the returns process. This will increase the number of compliant returns, reduce the average number of days in detention at the centre, allow the detainees to make an informed choice about their return and to return home with dignity.","204,235",01/04/16,31/03/17,1,General Grants - Competed,Civil Society,1. General public services
Home Office,SCH-000001911,Strategic Migration Partnership (SMP) Enabling East of England 2016-17,"To manage the constraints placed on local services caused by disproportionate concentration of asylum seekers in specific localities, by facilitating dispersal of supported asylum seekers to accommodation throughout the UK in a controlled manner","76,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000003040,Unaccompanied Asylum Seeking Children (UASC) East Midlands 2016-17,To support the safeguarding of UASC and vulnerable Minors on arrival in the United Kingdom.,"15,000,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000002051,2015/16 Council Tax Freeze Grant_16-17,,"4,189,231",01/04/16,31/03/17,1,Formula,Local Government,3. Public order and safety
Home Office,SCH-000003399,Child Trafficking Protection Fund (CTPF),"The CTPF aims to reduce the vulnerability to exploitation of children who are, or have the potential to be, trafficked; and to support child victims who have already been trafficked.","1,000,000",01/11/16,31/10/17,1,General Grants - Competed,Civil Society,3. Public order and safety
Home Office,SCH-000003394,National Whistleblowing Portal For Child Abuse Concerns (NSPCC),"The grant is needed to maintain and embed the NSPCC?s operation of a national whistleblowing helpline. It enables the Home Secretary to sustain the commitment made by Government to establish and run a national primary point of contact for all whistleblowing cases for child abuse, (as set out in the governments Tackling Child Sexual Exploitation report; March 2015), in turn part a package of national measures to tackle child abuse. Resource funding is not available from within existing NSPCC budgets, although it will meet any related ad hoc comms and marketing costs.","201,007",01/04/16,31/03/17,1,General Grants - Un-competed,Civil Society,3. Public order and safety
Home Office,SCH-000003397,EGVE (Ending Gang Violence and Exploitation) local area support,"To fund the Institute of Community Safety (ICS) to provide support to local areas, including undertaking local area reviews, as part of the work to end gang violence and exploitation.","40,000",01/04/16,31/03/17,1,General Grants - Competed,Civil Society,3. Public order and safety
Home Office,SCH-000003400,UN Slavery Fund Modern Slavery Project,"The Voluntary Trust Fund on Contemporary Forms of Slavery (UN Slavery Fund) makes grants direct to civil society organisations providing humanitarian, medical, psychological, legal and financial aid. These organisations provide projects offering direct assistance to victims of modern slavery, including victims of trafficking returning from the UK, helping them to reintegrate into society and preventing them from becoming vulnerable to being retrafficked. The UK will be a key donor to the Fund, taking into account its leading role in fighting modern slavery both at the domestic level (through the Modern Slavery Act 2015) as well as the international level","80,000",01/04/16,31/03/17,1,General Grants - Un-competed,International,3. Public order and safety
Home Office,SCH-000003396,Police and Fire PFI Savings Programme16-17,This programme will identify and deliver savings in Police and Fire PFI contracts.,"500,000",30/09/16,29/09/17,1,General Grants - Un-competed,Public Organisations,3. Public order and safety
Home Office,SCH-000003398,Modern Slavery Innovation Fund (MSIF),The MSIF aims to ?prevent modern slavery in priority countries and contribute towards the UN Sustainable Development Goal to end modern slavery? (approved submission dated 04/03/16).,"1,500,000",01/11/16,31/10/17,1,General Grants - Competed,International,3. Public order and safety
Home Office,SCH-000003056,Unaccompanied Asylum Seeking Children (UASC) Wales 2016-17,To support the safeguarding of UASC and vulnerable Minors on arrival in the United Kingdom.,"16,500,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000003050,Unaccompanied Asylum Seeking Children (UASC) London 2016-17,To support the safeguarding of UASC and vulnerable Minors on arrival in the United Kingdom.,"16,500,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000003054,Unaccompanied Asylum Seeking Children (UASC) South East 2016-17,To support the safeguarding of UASC and vulnerable Minors on arrival in the United Kingdom.,"16,500,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000003051,Unaccompanied Asylum Seeking Children (UASC) NE Yorks & Humber 2016-17,To support the safeguarding of UASC and vulnerable Minors on arrival in the United Kingdom.,"16,500,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000003053,Unaccompanied Asylum Seeking Children (UASC) Scotland 2016-17,To support the safeguarding of UASC and vulnerable Minors on arrival in the United Kingdom.,"16,500,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000003057,Unaccompanied Asylum Seeking Children (UASC) Enhanced Rates 2016-17,To support the safeguarding of UASC and vulnerable Minors on arrival in the United Kingdom.,"10,000,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000003052,Unaccompanied Asylum Seeking Children (UASC) North West 2016-17,To support the safeguarding of UASC and vulnerable Minors on arrival in the United Kingdom.,"16,500,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000003055,Unaccompanied Asylum Seeking Children (UASC) South West 2016-17,To support the safeguarding of UASC and vulnerable Minors on arrival in the United Kingdom.,"16,500,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000001985,ISVA Funding_16-17,,"1,732,500",01/04/16,31/03/17,1,Formula,Local Government; Civil Society,3. Public order and safety
Home Office,SCH-000001912,Sikh Community and Youth Services 2016-17,"To build on and develop new strategic relationships with voluntary and community sector organisations, to encourage greater compliance with the immigration law and encourage voluntary departure.","72,900",01/04/16,31/03/17,1,General Grants - Un-competed,Civil Society,1. General public services
Home Office,SCH-000001913,AMIF Asylum 2016-17,,"52,918,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government; Civil Society; Public Organisations,1. General public services
Home Office,SCH-000003525,Newhaven Port Grant 2016-2017,"The Port Security Infrastructure Review identified Newhaven as a potential high risk location for clandestine activity following the camp closures in Calais. Subsequent local reports have highlighted the inadequacies of the current fencing to prevent a breach of our border. This grant will act as a contribution towards enabling the Port Authority, Newhaven Port & Properties Ltd (NPP), to improve an existing fence to deter and prevent any unauthorised or illegal entrants from breaching controls at the port.","100,000",01/01/17,31/12/17,1,General Grants - Un-competed,Private,1. General public services
Home Office,SCH-000001984,The Independent Custody Visiting Association (ICVA)_16-17,"Following from the high level statement in section 5, please describe, in detail: 1. To promote and support the effective provision of independent custody visiting in police forces in England and Wales, pursuant to the requirements of section 51 of the Police Reform Act 2002. 2. To promote the communication of best practice between local independent custody visiting schemes in order to improve the efficiency and effectiveness of independent custody visiting across England and Wales. 3. To monitor the provision of independent custody visiting across England and Wales and to alert Home Office policy officials to any concerns that a police authority is failing in its duties under section 51 of the Police Reform Act 2002. 4. To ensure alignment between the local delivery of independent custody visiting and the UK?s obligations under relevant international treaties, including the Optional Protocol to the Convention Against Torture (OPCAT) and European Human Rights legislation. 5. To support the Secretary of State for the Home Department in meeting her obligations under section 51(6) of the Police Reform Act (publication and, where necessary, revision of a Code of Practice for independent custody visitors) and to work with Home Office officials to ensure that the Code of Practice provides accurate and helpful guidance for independent custody visitors. 6. To support independent custody visitors across England and Wales in contributing, wherever possible and appropriate, initiatives to improve conditions in police custody. 7. To work with similar service providers to share best practice and identify areas where increased multi-agency collaboration could improve the efficient use of public funds. 8. To ensure the efficient, effective and sustainable running of the Association and the transparent management of public funds","110,000",01/04/16,31/03/17,1,General Grants - Criteria Based,Civil Society,3. Public order and safety
Home Office,SCH-000001898,The Provision of a Children's Panel In England 2016 - 17,"Section 55 of the Borders, Citizenship and Immigration Act 2009 requires the Home Office to carry out its immigration, asylum and nationality functions in a way that has regard to the need to safeguard and promote the welfare (or ?best interests?) of children in the UK.","950,000",01/04/16,31/03/17,1,General Grants - Competed,Civil Society,1. General public services
Home Office,SCH-000001899,Unaccompanied Asylum Seeking Children Special Projects (SWIT) 2016-17,To support the safeguarding of UASC and vulnerable Minors on arrival in the United Kingdom.,"280,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,1. General public services
Home Office,SCH-000001755,United Nations High Commisioner for Refugees (UNHCR) 2016-17,,"586,500",01/04/16,31/03/17,1,General Grants - Competed,International,1. General public services
Home Office,SCH-000001762,Support for the UN Office on Drugs and Crime?s Early Warning Advisory,"Support for the Early Warning Advisory, which is the only global database of trends in the market for new psychoactive substances (?legal highs?). The funds will be used to enhance the capacity of that database, and to include new forms of data, such as data on the health harms of substances, which will be valuable to UK efforts to reduce drug harms.","54,000",01/04/16,31/03/17,1,General Grants - Un-competed,Non-Departmental Public Bodies,3. Public order and safety
Home Office,SCH-000001901,Kent Intake Unit (KIU) Children's Support 2016-17,"Home Office to carry out its immigration, asylum and nationality functions in a way that has regard to the need to safeguard and promote the welfare (or ?best interests?) of children in the UK.","316,500",01/04/16,31/03/17,1,General Grants - Un-competed,Civil Society,1. General public services
Home Office,SCH-000002077,AMIF Integration 2016-17,Tto promote the efficient management of migration flows and the development and implementation of a common European approach to asylum and immigration.,"52,918,000",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government; Civil Society; Public Organisations,1. General public services
Home Office,SCH-000002078,AMIF Returns 2016-17,"Enhancing fair and effective return strategies, which contribute to combating irregular migration, with an emphasis on sustainability and effectiveness of the return and readmission process;","143,487,000",01/04/16,31/03/17,1,General Grants - Un-competed,Central Government,1. General public services
Home Office,SCH-000002083,Police Special Grant_16-17,,"25,000,000",01/04/16,31/03/17,1,General Grants - Criteria Based,Public Organisations,3. Public order and safety
Home Office,SCH-000003100,National Resilience Capabilities Assurance Grant,the Department to meet its obligation to ensure there is provision in place for national resilience assurance.,"2,328,875",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Private,3. Public order and safety
Home Office,SCH-000002079,Syrian resettlement Programme (SRP) (LA) 2016 - 2017,"For the UK to resettle up to 20,000 Syrian refugees during this Parliament.","44,000,000",01/04/16,31/03/17,1,General Grants - Un-competed,Central Government,1. General public services
Home Office,SCH-000002080,Syrian Resettlement Programme (SRP) (IOM) 2016 - 2017,"For the UK to resettle up to 20,000 Syrian refugees during this Parliament.","9,223,918",01/04/16,31/03/17,1,General Grants - Un-competed,Civil Society,1. General public services
Home Office,SCH-000003526,SNCF RESEAU works on Rail Motorway 2016-2017,The aim of the works is to provide security fencing and undergrowth clearance for the new Rail Freight Motorway which is a brand new service bringing unaccompanied trailers loaded onto purpose built carriages from La Boulou (Perpignan) to Port of Calais. The rail line travels through the middle of the town of Calais before it enters the Port of Calais.,"199,000",01/04/16,31/03/17,1,General Grants - Un-competed,International,1. General public services
Home Office,SCH-000002081,Syrian Resettlement Programme (SRP) (Healthcare) 2016 - 2017,"For the UK to resettle up to 20,000 Syrian refugees during this Parliament.","30,800,000",01/04/16,31/03/17,1,General Grants - Un-competed,Public Organisations,1. General public services
Home Office,SCH-000003449,World Jewish Relief Grant 2016/17,"The VPRS and VCRS schemes have been put in place to meet Government commitments, they are being run by a tri-partite team of officials (the Resettlement Programme) from the the Home Office and the departments for International Development and Communities and Local Government","136,809",01/11/16,31/10/17,1,General Grants - Un-competed,Civil Society,1. General public services
Home Office,SCH-000003098,Safe Lives (formerly CAADA ? MARAC Development and Support) _16-17,"This is a public commitment to support the vision, published on 25/11/10: maintain levels of funding support for specified national functions.","650,000",01/04/16,31/03/17,1,General Grants - Un-competed,Civil Society,3. Public order and safety
Home Office,SCH-000003099,Redthread Youth Violence Intervention Programme Expansion_16-17,"This grant will contribute to preventing gang-related violence and exploitation occurring (the key focus of the new approach to Ending Gang Violence and Exploitation, published on 13 January 2016). The strand in the Modern Crime Prevention Strategy on ?Character as a Driver of Crime? also supports expanding Redthread?s model.","35,000",01/04/16,31/03/17,1,General Grants - Competed,Civil Society,3. Public order and safety
Home Office,SCH-000003224,National Police Air Service Capital Grant 16/17,"In January 2012, the Policing Minister announced that part of the police capital grant would be top sliced to enable a capital grant allocation to NPAS to ensure provision of the national air support service and future service improvements. NPAS rationalises the provision of air support to the 43 police forces of England and Wales, reducing the overall cost, and improving the consistency and resilience of service. It brings improvements in operational efficiencies and allows for the introduction of innovative contracts that offer better value for money for the service and the taxpayer. NPAS estimates that it has delivered savings of up to _13 million a year compared to previous arrangements.","16,500,000",01/04/16,31/03/17,1,General Grants - Un-competed,Public Organisations,3. Public order and safety
