Funding Org:Name,Grant Programme:Code,Grant Programme:Title,Aims and objectives,Value per year,Start Date,End Date,Duration Numeric,Allocation Method,Recipient Sector,COFOG L0 Long Name
Department for International Development,SCH-000003711,Financial Sector Deepening Africa (FSDA) Platform,To drive inclusive growth through a combination of grants and development capital investments that build financial markets and institutions,"9,922,774",30/03/15,29/03/21,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003713,Pacific Catastrophe Risk Assessment and Financing Initiative,"To provide technical assistance and capital to provide insurance for the Pacific Islands so in future they can protect themselves against natural disasters such as cyclones and Tsunamis thereby reducing their reliance on humanitarian aid. The nations of Tonga, Marshall islands, Cook Islands, Vanuatu, and Samoa (625,000 people in total) will benefit from the insurance at the start of the programme","5,000,000",30/03/16,29/03/19,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003714,Strengthening humanitarian preparedness and response in Bangladesh,This programme will deliver improvement in disaster preparedness and response as well as providing predictable support to Rohingya refugees and vulnerable refugee hosting communities.,"7,000,000",30/03/16,29/03/21,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003718,Essential support to the UN High Commissioner for Refugees (UNHCR) to assist vulnerable Syrian refugees,To provide essential support to the UN High Commissioner for Refugees (UNHCR) to assist vulnerable Syrian refugees affected by the ongoing Syria Crisis.,"1,187,051",20/01/15,19/01/17,2,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003719,CHURP Central African Republic Humanitarian Recovery Programme 2016 to 2019,"To save lives and reduce suffering of the population affected by the ongoing crisis in the Central African Republic, including refugees in the region by providing emergency healthcare, livelihoods support and protection activities. It will also include advocacy to ensure effective coordination among humanitarian and development donors, early engagement of international financial institutions, and support to the cross-Whitehall CAR strategy in the fields of security, justice and governance.","12,416,667",30/03/16,29/03/19,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003721,Strengthening disaster resilience in Nepal,"This project will strengthen disaster resilience in Nepal, particularly to earthquakes, by working with urban centres to build and plan more safely; supporting the strengthening of critical public infrastructure to earthquakes; working to strengthen national capacity to respond to crises and ensure that the international community is prepared; and ensuring that the UK is able to support a humanitarian response should a crises hit.","6,571,429",30/03/16,29/03/23,7,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003712,Education Cannot Wait (EiE),"To transform both the availability and quality of education provision in countries affected by natural and man-made emergencies and prolonged crises. This is being provided through UNICEF's Education Cannot Wait ? a new global fund for education in emergencies and protracted crises. The Fund has two primary functions: 1. Breakthrough Fund (95%) to support country-level initiatives, directly funding programmes and policies to ensure that more children can access a quality education in a country. It comprises two windows: multi-year and first response. Initial multi-year funding has begun in Syria, Chad and Ethiopia, and will begin shortly in Yemen. First Response funding - including needs assessments, HRP match funding and specific proposals - will assist Peru, CAR, Somalia, Madagascar, Ukraine, Uganda and Afghanistan. 2. Acceleration Facility (5%) to invest in global public goods such as developing new approaches to delivering education programmes in crises affected countries.","6,000,000",30/03/16,29/03/21,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003722,Support to Yemen Humanitarian Pooled Fund,The YHPF is a key funding mechanism that provides rapid support to NGOs and UN agencies to meet priority humanitarian needs in Yemen. It allows the UN to allocate funding in a co-ordinated and prioritised manner in line with the 2016 UN Humanitarian Response Plan.,"30,000,000",30/03/16,29/03/18,2,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003723,"Strengthening social capital and reducing tensions between Jordanian host communities and Syrian refugees, Conflict, Security and Stability Fund (CSSF)","Working across Jordan in 18 locations, the project aims to provide stability and cohesion at the local level by increasing the capacity of community leaders and community based organisations to better identify sources of tension and conflict and respond to them through social projects and small scale infrastructure.","2,433,333",30/03/16,29/03/19,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003724,An Integrated Programme to Address Malnutrition in Yemen (2016-18),"To contribute to a sustainable reduction in under-five mortality from under-nutrition in priority governorates in Yemen and to alleviating nutrition, health and WASH humanitarian needs","19,000,000",30/03/16,29/03/18,2,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003725,Lebanon CSSF Stability Programme 2016-19: Livelihoods Projects,"To improve stability across Lebanon through livelihood programmes which tackle tensions caused by competition for jobs in target communities. This will provide market driven skills, training and job opportunities for individuals and technical help for Small-Medium Enterprises. It will benefit Lebanese, Syrian and Palestinian communities.","3,346,667",30/03/16,29/03/19,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003727,Deepening Democratic Governance Programme,"?To strengthen democratic governance in Ghana through the provision of targeted financial and technical assistance to key Electoral Management Bodies (EMBs) and civil society. This is to strengthen the institutional capacity of EMBs to support transparent, accountable and inclusive electoral process as well as promote a more effective citizen engagement, particularly of women, youth, persons with disabilities and other marginalised groups through civic and voter education.?","437,579",29/03/16,28/03/21,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003728,Support to the implementation of the Recovery and Peacebuilding Assessment for Ukraine,"To support delivery of the Recovery and Peacebuilding Assessment for Ukraine through organisations working to promote socioeconomic recovery, rehabilitation and to improve the ability of the Government of Ukraine to respond to the challenge of post-conflict reconstruction. The project will benefit communities affected by the ongoing conflict in eastern Ukraine, particularly internally-displaced persons and host communities to overcome the social and economic consequences of prolonged conflict.","3,425,370",30/03/16,29/03/17,1,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003730,Conflict Stability and Security Fund - Iraq Stabilisation and Resilience,"To respond to the needs of communities in areas reclaimed from Daesh, and improve the capacity of the Iraqi government to implement recovery and stabilisation activities to ensure displaced communities can return to their homes safely. This will be achieved by restoring access to basic services (water, health, electricity, education) in liberated areas, and improving livelihoods of communities affected by conflict through cash for work programmes, small business grants and vocational training. This programme will improve governance through facilitating a dialogue between local government and communities, and provide technical assistance that will enable the international community to better target stabilisation activities and assistance. It will also improve understanding of drivers of migration within Iraq and from Iraq to Europe through research. It will also ensure third party monitoring to programmes to improve performance and reduce the risk of misuse of funds.","5,172,000",30/03/16,29/03/17,1,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003731,Southern Africa Regional Response to El Nino,"To support and strengthen a regional response to El Nino in Southern Africa, and a country level response in Lesotho","23,800,000",11/01/16,10/01/17,1,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003737,"Water, Environmental Sanitation and Hygiene Programme","To provide sanitation and hygiene services in Freetown. Establishing and expanding sustainable waste management services in three large towns and improving water, sanitation and hygiene services in rural areas and in two small towns.","6,460,000",30/03/16,29/03/21,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003741,"Developing resilience of households and communities affected by conflict in Northern, Central and Southern Syria (Undisclosed NGO partner)","Families affected by conflict are self-reliant, mitigate protection risks and negative coping mechanisms and participate in economic life","11,075,000",30/03/16,29/03/20,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003744,Humanitarian Support to Syria through undisclosed agency F.,"To provide humanitarian relief assistance to individuals, households, communities and local partners affected by the ongoing conflict in Syria. This programme will strengthen their capacity to cope with the shocks and effects of conflict so they are less exposed to harm as a result of lifesaving assistance","10,150,000",30/03/16,29/03/20,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003746,Support to the UN World Health Organisation (WHO) for the Syria crisis,"To provide support to WHO to enable them to deliver health care to those affected by the conflict in Syria. This will be achieved by equipping primary and secondary health facilities with medical supplies and equipment, and through the provision of refresher training to health professionals. The project will support the provision of disease detection systems and improved health information systems, offering real time data for decision-making to determine whether health is improving and where the needs are greatest. The project will also provide trauma care and mental health and psychosocial support services to those who have been affected by the conflict, including therapy and medication.","10,125,000",30/03/16,29/03/20,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003752,Controlling the spread of the Zika virus in the Caribbean,"To provide funding through the Pan-American Health Organisation (PAHO) to help control the spread of Zika in 8 Caribbean countries (Antigua & Barbuda, Belize, Dominica, Grenada, Guyana, Jamaica, St Lucia and St Vincent and the Grenadines) and the UK overseas territory of Montserrat. The main activities are: procuring pesticides/larvicides and undertaking targeted vector control to reduce mosquito numbers; Information, Education and Communication (IEC) on Zika to help change behaviour; improved surveillance capacity and support for laboratory capacity at the Caribbean Public Health Agency (CARPHA).","1,300,000",22/03/16,21/03/17,1,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003754,Access to Protection and Specialised Health Services in Jordan,"To provide refugees and vulnerable Jordanians with increased access to protection and specialised health services (disability rehabilitation), and to enhance the health sector?s capacity. This will be done through assessing the need of beneficiaries and referring them to internal or external services as needed, the provision of rehabilitation services to people with disabilities, and the capacity building of local and national rehabilitation service providers with the ultimate aim of improving nationwide rehabilitation standards and coordination.","1,937,900",30/03/16,29/03/18,2,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003755,Transboundary Water Management in Southern Africa,"The project will support countries in Southern Africa to manage their shared water resources. It will do this by designing and building water infrastructure such as irrigation schemes, water supply systems and water storage schemes. This will help poor and vulnerable people gain access to clean and safe water, produce a predictable agricultural yield and store water for when it is needed during the dry months of the year. The programme will also help countries to communicate hydrological data between themselves ? thus providing downstream countries with advance notice of floods and enabling countries to optimise how much water is stored in each country to ensure each has enough to meet their basic requirements.","7,200,000",30/03/16,29/03/21,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003756,Support to Lebanon?s Reaching All Children with Education plan (RACE II),"To support the Government of Lebanon?s Reaching All Children with Education in Lebanon II through financing the delivery of formal education for Lebanese and refugee children aged 3-18 in Lebanon. To support the Lebanese Ministry of Education and Higher Education to strengthen their national education system and improve the quality and equity of education, including strategic technical assistance for governance, planning, financing and data performance monitoring.","23,250,000",30/03/16,29/03/20,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003758,GGF II: The Good Governance Fund - Collaboration with International Financial Institutions and other Partners (II),"Through International Financial Institutions and other multilateral organisations, the Good Governance Fund will support a series of governance and economic reform initiatives, aimed at building stability, reducing poverty and increasing prosperity in Ukraine, Georgia, Moldova, Serbia and Bosnia and Herzegovina (BiH). The support will focus on areas such as: anti-corruption; improving the business environment; judicial reform; key sector reforms (e.g. banking and energy); strengthening the rule of law; and supporting an independent media. This project was approved before the referendum on the UK?s membership of the EU. Work is now under way to understand the implications of leaving the EU for the UK?s development work.","2,800,000",30/03/16,29/03/21,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003759,"Jobs And Growth (JAG) programme to create quality jobs, particularly for youth and women, and support increased growth in the Occupied Palestinian Territories (OPTs).","The project budget is being spent on designing a multi-component project aimed at alleviating key impediments to economic growth. The World Bank estimates that 350,000 jobs could be created across key economic sectors over 15 years if private sector investment is increased to sufficient levels. The project aims to build on this evidence and offer a way forward to address key obstacles to economic growth and job creation. Improved economic growth and employment will directly reduce poverty and improve quality of life. Women and youth, who are considered the most disadvantaged members of the Palestinian society in terms of employment and income generation, are amongst the project?s main targeted beneficiaries. Palestinian businesses and land owners are also expected to benefit. The project aims to create jobs in specific sectors with high propensity for women and youth, including tourism, IT, agriculture, entrepreneurship, etc.","125,000",06/01/16,05/01/19,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003761,"Safety, Support and Solutions Programme for Refugees and Migrants in Europe and the Mediterranean region.","The aim of this programme is to provide lifesaving assistance and protection to vulnerable migrants and refugees during the Mediterranean migration crisis. Activities include the provision of protection services as well as basic services such as shelter, healthcare, water, sanitation and hygiene for refugee and migrant populations at risk, particularly targeting vulnerable groups such as women, girls and unaccompanied children. The programme will also improve systems for offering migrants durable solutions, including restoring family links and reintegration support. It will enhance the quality of information for beneficiaries and improve beneficiary feedback mechanisms. This programme includes emergency assistance to migrants and refugees arriving in Europe ? however this funding does not go through EU mechanisms.","11,100,001",30/03/16,29/03/19,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003762,"Strengthening UN Conflict Prevention, Mediation and Peacebuilding Capabilities 2016-20","To improve the UN?s capacity to respond to crises quickly to prevent them from worsening; to support the UN to build sustainable peace in countries emerging from conflict and to prevent conflict; and to incentivise the pillars of the UN to work together to achieve global peacebuilding objectives. This in turn will deliver improved outcomes for poor and displaced people living in fragile and conflict-affected countries - protecting people caught up in the middle of conflicts, helping communities build peaceful resolutions and supporting communities to live together after conflicts. The direct impact on poor people is expected to include: ? reduced number of people displaced by conflict; ? reduced conflict related deaths; and ? improved economic opportunities for poor people. This programme will deliver support to the UN Peacebuilding Fund (PBF), the UN Department of Political Affairs (DPA), and the Joint UNDP-DPA Programme on Building National Capacities for Conflict Prevention.","12,375,000",30/03/16,29/03/20,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003763,Sustainability in Chinese Outbound Mining Investment,"To deliver greater sustainability and social benefits to developing countries through the implementation of Social Responsibility Guidelines for Chinese mining companies. Effective implementation of these Guidelines will result in improved development outcomes for developing countries, including more and higher quality jobs in poor communities, reduced environmental impacts and increased government revenues.","616,667",30/03/16,29/03/19,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003767,Support to Livelihoods Interventions in Syria - Conflict Security and Stability Fund (CSSF),"To provide sustainable jobs and improve the economic environment for Syrians. The project will support the creation of jobs in a range of sectors (including agriculture, processing and manufacturing) and delivery vocational training focusing on women and youth, to provide greater economic resilience and stability.","3,000,000",30/03/16,29/03/19,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003769,Overseas Development Institute (ODI) Fellowships Scheme Accountable Grant 2015-2020,"To provide up to 150 junior economists/statisticians to work in developing country Governments and organisations. Every economist/statistician is placed in a developing country Government/organisation Department for 2 years to provide technical economic/statistical support and advice for improved policy making and value for money (economy, efficiency, cost-effectiveness and effectiveness) of service delivery and systems. Building skills and understanding of sound management, transparency and analytical principles amongst staff, they enhance a Department/organisation?s technical capacity, keeping it up to date with new ideas and systems to continue to deliver better outputs for all citizens including the very poor.","3,623,859",30/03/16,29/03/20,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003770,"To provide humanitarian support to NRC ""Norwegian Refugee Council"" in Lebanon","To provide Shelter and WaSH ""Water, Sanitation and Hygiene"" support to vulnerable Syrian Refugees inside Lebanon. Over 6,000 beneficiaries will be eligible for shelter assistance.","3,750,000",30/03/16,29/03/18,2,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003772,Building the evidence on forced displacement - a multi-stakeholder partnership,"To improve the effectiveness, efficiency and impact of current and potential interventions to support people affected by forced protracted displacement, by generating new research evidence that can be used by humanitarian and development organisations to support more effective policies and interventions for displaced people, hosting countries and communities. This will contribute toward the Sustainable Development Goals (SDGs), where the number of forcibly displaced people has increased on average by 1.6 million people per year over the period 2000-2014 posing significant challenges to achieving the SDGs.","2,500,000",30/03/16,29/03/20,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003773,Humanitarian Response to El Nino in Mozambique,"To improve the long term needs of the people of Mozambique to the impact of drought exacerbated by the El Nino. This project will improve poor people access to a wide range of essential services in the short and long term including clean water, access to food (short and long term) and livelihoods. The programme will improve the sustainability of farmers to protect their crops against drought.","12,616,667",30/03/16,29/03/19,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003779,CSSF North East Nigeria Conflict Management and Stabilisation,"To contribute to preventing further conflict in Nigeria?s Northeast by reducing the vulnerability of male and female youth to recruitment by violent extremists in Borno through strengthening government and civil-society led efforts to address key grievances, increase opportunities for youth and promote effective counter violent extrimism messages.","1,700,000",30/03/16,29/03/17,1,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003780,Disability Catalyst Programme,"A global partnership for action on disability-inclusive development, led by people with disabilities. This project will strengthen the voice of Disabled People?s Organisations at regional, national and global level to advocate for changes in policies, legislations and programmes to ensure they are inclusive of people with disabilities. It will also establish and strengthen mechanisms within the United Nations to deliver on the global goals for people with disabilities, critical to achieving the promise to leave no one behind.","1,957,063",04/01/16,03/01/20,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003781,Protection of Legal Rights of Syrian Refugees and Vulnerable Members of the Host Community in Jordan,"To promote and protect legal rights of Syrian refugees and vulnerable members of the host community in Jordan through the provision of information, counselling and legal assistance. To provide information and services to facilitate Syrian refugees to access their rights, including humanitarian services. To ensure Syria refugees are informed and supported in gaining the legal right to work as well as being aware of their employment rights","950,000",30/03/16,29/03/18,2,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003783,Managing Acute Malnutrition in Arid and Semi Arid Lands in Kenya,"To reduce High acute malnutrition among children below five years of age who are living in arid and semi arid regions in Kenya, by supporting procurement and distribution of ready to use therapeutic food to treat High acute malnutrition. This will benefit 12,400 children with High acute malnutrition.","206,667",10/03/16,09/03/19,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003787,DFID 2016/17 Investment in the UN Development System to Achieve Agenda 2030,"To support reform and progress of the implementation of Agenda 2030 including the Global Goals, UN leadership and collaboration, through the provision of 2016/17 core and earmarked support to UNDP, UNICEF, UNFPA, UN Women and OHCHR.","133,000,000",30/03/16,29/03/17,1,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003788,Humanitarian Assistance to the South Sudan Refugees 3,To provide emergency humanitarian assistance to South Sudan refugees in Sudan enabling access to food and non-food items.,"5,000,000",30/03/16,29/03/17,1,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003642,"Support to the Public Private Infrastructure Advisory Facility (PPIAF), a multi donor facility aimed at supporting governments attract private sector investment in infrastructure (water and sanitation, energy, telecommunications and irrigation)","DFID supports two components of the programme, the Multi Donor Trust Fund II (MDTF II) and the Sub-National Technical Assistance Programme (SNTA). The MDTFII works with governments to improve the enabling environment to support great private sector investment in infrastructure. The Subnational Technical Assistance Programme (SNTA) helps sub-national authorities access market-based financing, without sovereign guarantees by a) providing financial and legal technical assistance to help structure and finance infrastructure projects and b) strengthening their creditworthiness (credit rating) so they are able to raise funds to fund their own infrastructure needs.","8,000,000",30/10/15,29/10/18,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003645,Support to the Enabling Environment for Humanitarian Response in Yemen (2015-16),"To provide rapid, specialist, expertise, transportation and equipment for the UN to enable a more effective and better coordinated response to the humanitarian crisis in Yemen in 2015","3,050,029",30/07/15,29/07/17,2,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003646,Core Contribution (CVC) to World Health Organisation (WHO) 2016-2020,"This programme aims to support WHO reforms that take WHO towards organisational excellence, allowing it to: better deliver value for money; better deliver its global mandate of international health leadership; and ultimately to deliver better health results on the ground for all UK investments. The main areas of WHO organisational reform which the programme seeks progress on are: risk and financial management; transparency; value for money; budgets focussed on key priorities; partnership and effective leadership The programme will also have a focus on an improved WHO response to health emergencies and outbreaks (such as Ebola, Yellow Fever and Zika), reducing the risk to the UK.","14,500,000",30/03/16,29/03/20,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003647,Core support to UNAIDS 2016-2021,"Aim of the project is for UNAIDS to lead, coordinate and strengthen the global response to HIV/AIDS in order to end the AIDS epidemic by 2030. UNAIDS makes an important contribution towards reaching DFID?s Strategic Objective to eliminate extreme poverty through co-ordinating the global response to the HIV/AIDS epidemic. As the leading advocate for global action against HIV/AIDS at both the global and country level, UNAIDS plays a key role in delivering against objectives set out in HMG?s Aid Strategy to tackle epidemic diseases and drug resistant infections. UNAIDS also remains an integral part of the international architecture for delivering against Global Goal 3 to end the AIDS epidemic by 2030.","15,000,000",30/03/16,29/03/21,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003649,Montserrat Financial Aid 2016/17 - 2018/19,"To support the provision of public services to meet the reasonable assistance needs of the people of Montserrat, including health, education and securing air and sea access, given that Montserrat is not yet self-sufficient. This is in line with the 2012 Overseas Territories White Paper and consistent with relevant elements of UK?s Aid Strategy and DFID?s 2015-2020 Single Departmental Plan.","14,500,000",30/03/16,29/03/19,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003650,Civil Society Support Mechanism Programme,"To support to the new Civil Society Support mechanism Foundation to build the capacity of civil society organisations (CSOs) in order to hold the Mozambique government to account and promote responsiveness to the needs of citizens. The Foundation will provide grants and capacity building to Mozambique CSOs, supporting them to take a more strategic, politically savvy approach in their advocacy. It will include a specific focus in supporting the participation of marginalised groups, including women.","960,000",31/12/15,30/12/20,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003790,Raising Global Standards of Aid Transparency,"To improve the transparency of international aid data in line with international standards, so that governments and citizens can gain access to and use aid information to hold decision makers to account. The programme will strengthen the main global aid transparency standard setting body, and support assessment and monitoring of UK and other organisations? transparency performance with appropriate tools and guidance.","73,306",30/03/16,29/03/20,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000003793,Access to Mental Health and Protection Services in Jordan,"IMC will identify eligible refugees in Balqa, Irbid, Jerash, and Mafraq governorates, including Zaatari refugee camp. IMC will assess potential beneficiaries and determine eligibility for which (if any) of the services they provide. IMC will provide mental health services according to the Inter Agency Standing Committee (IASC) global guidelines on mental health services. The project seeks to provide 700 individuals with specialised mental health services; enable 2,400 children to receive integrated protection and psychological support services; provide 3 months cash support to 300 vulnerable families; provide 120 health care providers with mental health training; and ensure that 90 children with mild and moderate developmental disorders receive mental health support.","1,450,000",30/03/16,29/03/18,2,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002759,Emergency assistance for the relief effort in Dominica as the result of the impact of Tropical Storm Erika,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"530,000",01/09/15,31/08/16,1,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002760,Lebanon Non Formal Education,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"5,000,000",12/11/15,11/11/16,1,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002761,Syria Humanitarian Assistance WHO,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"5,500,000",01/07/15,30/06/16,1,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002762,Conflict Security and Stability Fund projects,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"3,900,000",01/04/15,31/03/16,1,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002783,UK Support for the 2014 Burma Census,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"166,667",15/07/13,14/07/16,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002784,Civil Society Support Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"923,787",01/05/12,30/04/16,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002787,Expanding Access to Water & Sanitation,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"279,252",01/05/13,30/04/17,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002788,Improving aid impact in Yemen,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"170,833",01/12/12,30/11/16,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002789,Improving Communication of Research and Evidence for Development (ICRED),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"250,000",01/04/15,31/03/19,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002793,Support to 2014 Population and Housing Census,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"375,000",19/02/13,18/02/17,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002794,Support to Palestinians at Risk of Displacement in Israeli Controlled Area C of the West Bank and Gaza,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"475,000",31/03/14,30/03/18,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002795,Support to Statistics in Zimbabwe,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"500,000",01/06/12,31/05/16,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002796,Support to the CGIAR 2012-2016,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"8,750,000",01/04/12,31/03/16,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002797,Support to the Food & Agriculture Organisation (FAO) for implementation of Voluntary Guidelines on Land Tenure,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"697,063",01/11/13,31/10/17,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002799,Accelerating the Rise in Contraceptive Prevalence in Uganda,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"804,119",11/04/11,10/04/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002800,Core Funding to the Foreign Investment Advisery Service (FIAS),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"198,300",01/07/11,30/06/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002801,DFID contribution to the Syria Recovery Trust Fund,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"880,000",01/04/14,31/03/19,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002802,National Statistical System Strengthening Tanzania,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"35,999",01/05/11,30/04/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002804,Support to the Water and Sanitation Programme (WSP) 2011 - 2015,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"200,000",01/11/11,31/10/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002805,United Nations Peacebuilding Fund (PBF ? Multi-Year Core Support 2011-2016),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"3,100,000",15/08/11,14/08/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002806,"Improving Statistics for Food Security, Sustainable Agriculture and Rural Development",To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"600,000",01/11/11,31/10/17,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002792,Policy Analysis and Advice in Support of Economic Governance and Inclusive Growth,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"125,000",01/05/12,30/04/16,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002812,GAVI Alliance(formerly the Global Alliance for Vaccines and Immunisation),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"29,496,159",01/01/10,31/12/18,9,General Grants - Un-competed,International,1. General public services
